timestamp,speed,steer,throttle,brake
3938,52.26,-0.02,0.5,0
8044,23.17,0.02,0.5,0
6465,22.7,-0.02,0.5,0
613,60.04,0.02,1.0,0
5497,21.09,-0.02,0.5,0
1245,20.23,0.02,0.5,0
5179,26.4,-0.02,1.0,0
769,0.0,0.02,0.0,1
823,0.0,0.02,0.0,1
8326,21.78,-0.02,0.5,0
3860,21.97,-0.02,0.5,0
925,0.0,0.02,0.0,1
3809,19.86,-0.02,1.0,0
1536,29.94,-0.02,1.0,0
957,0.0,0.02,0.0,1
3144,44.05,-0.02,1.0,0
1222,40.74,-0.02,1.0,0
1932,0.0,-0.02,0.0,1
5182,32.61,-0.02,1.0,0
951,0.0,0.02,0.0,1
4984,20.06,0.02,0.5,0
730,0.0,0.02,0.0,1
3835,21.76,-0.02,0.5,0
4991,22.8,-0.02,0.5,0
3891,51.33,0.02,0.5,0
1966,0.0,-0.02,0.0,1
3555,53.5,-0.02,1.0,0
5187,40.96,0.02,0.0,1
3910,49.47,-0.02,1.0,0
8367,20.01,-0.02,0.5,0
1587,19.93,0.02,1.0,0
9598,80.86,0.02,0.5,0
840,0.0,0.02,0.0,1
891,0.0,0.02,0.0,1
805,0.0,0.02,0.0,1
1915,0.0,-0.02,0.0,1
1648,21.18,-0.02,0.5,0
3841,19.7,-0.02,1.0,0
1851,0.0,-0.02,0.0,1
1888,0.0,-0.02,0.0,1
1208,31.2,-0.02,1.0,0
1803,20.83,0.02,0.5,0
4999,20.29,-0.02,0.5,0
774,0.0,0.02,0.0,1
6754,22.51,0.02,0.5,0
718,0.0,0.02,0.0,1
835,0.0,0.02,0.0,1
5427,23.01,-0.02,0.5,0
1885,0.0,-0.02,0.0,1
4632,21.12,0.02,0.5,0
937,0.0,0.02,0.0,1
6146,21.53,-0.02,0.5,0
1978,-0.04,-0.02,1.0,0
3708,20.6,-0.02,0.5,0
790,0.0,0.02,0.0,1
1980,1.38,-0.02,1.0,0
6056,22.05,-0.02,0.5,0
5070,66.72,-0.02,1.0,0
3832,22.77,-0.02,0.5,0
6326,41.66,0.02,1.0,0
8538,26.17,-0.02,0.5,0
787,0.0,0.02,0.0,1
1941,0.0,-0.02,0.0,1
1323,22.57,0.02,0.5,0
771,0.0,0.02,0.0,1
1039,34.64,-0.02,1.0,0
9601,80.2,-0.02,0.5,0
2337,20.11,-0.02,0.5,0
205,22.98,-0.02,0.5,0
832,0.0,0.02,0.0,1
6219,19.6,0.02,1.0,0
873,0.0,0.02,0.0,1
5085,80.24,0.02,0.5,0
8748,20.42,0.02,0.5,0
779,0.0,0.02,0.0,1
8577,20.31,-0.02,0.5,0
808,0.0,0.02,0.0,1
1874,0.0,-0.02,0.0,1
1989,18.16,-0.02,1.0,0
1223,43.11,-0.02,1.0,0
1844,-0.04,-0.02,0.0,1
4982,20.92,0.02,0.5,0
747,0.0,0.02,0.0,1
5967,22.92,0.02,0.5,0
1237,37.9,0.02,0.0,1
721,0.0,0.02,0.0,1
1586,20.29,0.02,0.5,0
960,0.0,0.02,0.0,1
5000,19.94,-0.02,1.0,0
726,0.0,0.02,0.0,1
3833,22.49,-0.02,0.5,0
1128,45.97,-0.02,1.0,0
6755,22.18,0.02,0.5,0
9596,80.22,0.02,0.5,0
1937,0.0,-0.02,0.0,1
3970,32.19,-0.02,0.0,1
222,22.74,0.02,0.5,0
903,0.0,0.02,0.0,1
1060,42.71,0.02,1.0,0
1931,0.0,-0.02,0.0,1
2336,20.4,-0.02,0.5,0
1416,20.5,-0.02,0.5,0
5180,28.68,-0.02,1.0,0
6264,20.37,0.02,0.5,0
1946,0.0,-0.02,0.0,1
2794,20.98,-0.02,0.5,0
917,0.0,0.02,0.0,1
4229,21.95,-0.02,0.5,0
5970,21.93,0.02,0.5,0
1126,46.17,-0.02,1.0,0
583,63.09,0.02,1.0,0
420,21.14,0.02,0.5,0
1812,20.91,0.02,0.5,0
902,0.0,0.02,0.0,1
1909,0.0,-0.02,0.0,1
1155,20.72,0.02,0.0,1
5426,22.8,-0.02,0.5,0
2151,21.06,0.02,0.5,0
5725,20.31,0.02,0.5,0
1418,19.85,-0.02,1.0,0
1712,23.0,-0.02,0.5,0
1852,0.0,-0.02,0.0,1
204,22.78,-0.02,0.5,0
1204,28.34,0.02,1.0,0
1893,0.0,-0.02,0.0,1
1944,0.0,-0.02,0.0,1
2860,21.4,0.02,0.5,0
709,0.79,0.02,0.0,1
948,0.0,0.02,0.0,1
3541,36.96,-0.02,1.0,0
2199,20.04,-0.02,0.5,0
1866,0.0,-0.02,0.0,1
885,0.0,0.02,0.0,1
9548,41.04,0.02,1.0,0
9603,79.61,-0.02,1.0,0
4135,22.92,-0.02,0.5,0
247,20.86,0.02,0.5,0
3042,38.0,-0.02,1.0,0
806,0.0,0.02,0.0,1
5971,21.56,0.02,0.5,0
3121,57.9,0.02,1.0,0
776,0.0,0.02,0.0,1
2699,21.01,-0.02,0.5,0
3563,62.97,0.02,1.0,0
3095,64.76,-0.02,1.0,0
1201,32.67,0.02,1.0,0
1854,0.0,-0.02,0.0,1
5040,35.96,0.02,1.0,0
1072,42.28,0.02,1.0,0
3807,20.58,-0.02,0.5,0
857,0.0,0.02,0.0,1
1964,0.0,-0.02,0.0,1
773,0.0,0.02,0.0,1
3635,78.9,0.02,1.0,0
1808,20.07,0.02,0.5,0
812,0.0,0.02,0.0,1
720,0.0,0.02,0.0,1
1912,0.0,-0.02,0.0,1
4633,21.04,0.02,0.5,0
1256,22.77,0.02,0.5,0
9560,60.85,0.02,1.0,0
616,63.25,0.02,1.0,0
5160,22.57,0.02,0.5,0
8727,22.41,-0.02,0.5,0
9059,22.85,-0.02,0.5,0
880,0.0,0.02,0.0,1
3808,20.21,-0.02,0.5,0
732,0.0,0.02,0.0,1
906,0.0,0.02,0.0,1
867,0.0,0.02,0.0,1
1065,44.91,-0.02,1.0,0
1925,0.0,-0.02,0.0,1
9038,26.17,-0.02,0.5,0
2176,21.92,-0.02,0.5,0
5159,22.84,0.02,0.5,0
9604,79.8,-0.02,1.0,0
3043,37.91,-0.02,1.0,0
1910,0.0,-0.02,0.0,1
550,45.46,0.03,1.0,0
695,19.38,0.03,1.0,0
5809,0.0,0.03,0.0,1
5733,-0.12,0.03,0.0,1
5883,0.0,0.03,0.0,1
5895,0.0,0.03,0.0,1
5862,0.0,0.03,0.0,1
4280,20.56,0.03,0.5,0
9630,79.16,-0.03,0.0,1
4529,11.16,-0.03,1.0,0
5737,-0.03,0.03,0.0,1
5888,0.0,0.03,0.0,1
5079,77.02,-0.03,1.0,0
4037,31.8,-0.03,1.0,0
5805,0.0,0.03,0.0,1
5856,0.0,0.03,0.0,1
5060,60.69,0.03,1.0,0
5920,0.0,0.03,0.0,1
620,67.12,-0.03,1.0,0
4278,20.97,0.03,0.5,0
624,70.47,-0.03,1.0,0
167,20.59,-0.03,0.5,0
3059,59.49,-0.03,1.0,0
5922,-0.04,0.03,1.0,0
3552,48.65,-0.03,1.0,0
5968,22.65,0.03,0.5,0
2328,19.78,-0.03,1.0,0
9631,78.03,-0.03,0.0,1
3063,63.33,-0.03,1.0,0
5742,0.0,0.03,0.0,1
5747,0.0,0.03,0.0,1
5794,0.0,0.03,0.0,1
5802,0.0,0.03,0.0,1
2787,21.12,-0.03,0.5,0
5833,0.0,0.03,0.0,1
5914,0.0,0.03,0.0,1
7328,19.8,-0.03,1.0,0
5823,0.0,0.03,0.0,1
4281,20.29,0.03,0.5,0
2792,19.8,-0.03,1.0,0
3132,50.79,0.03,1.0,0
5877,0.0,0.03,0.0,1
5782,0.0,0.03,0.0,1
3562,63.06,0.03,1.0,0
5906,0.0,0.03,0.0,1
5092,81.73,-0.03,0.5,0
8037,26.48,0.03,0.5,0
5848,0.0,0.03,0.0,1
5824,0.0,0.03,0.0,1
1227,47.54,-0.03,0.0,1
5904,0.0,0.03,0.0,1
1532,20.74,-0.03,1.0,0
4032,20.82,-0.03,1.0,0
5884,0.0,0.03,0.0,1
1147,27.48,0.03,0.0,1
6944,22.22,-0.03,0.5,0
5821,0.0,0.03,0.0,1
5863,0.0,0.03,0.0,1
5815,0.0,0.03,0.0,1
5876,0.0,0.03,0.0,1
4604,19.16,0.03,1.0,0
5873,0.0,0.03,0.0,1
3554,51.95,-0.03,1.0,0
4034,25.91,-0.03,1.0,0
6945,21.81,-0.03,0.5,0
5868,0.0,0.03,0.0,1
5789,0.0,0.03,0.0,1
5812,0.0,0.03,0.0,1
5810,0.0,0.03,0.0,1
5866,0.0,0.03,0.0,1
5771,0.0,0.03,0.0,1
5870,0.0,0.03,0.0,1
5745,0.0,0.03,0.0,1
5830,0.0,0.03,0.0,1
5738,-0.02,0.03,0.0,1
5885,0.0,0.03,0.0,1
5826,0.0,0.03,0.0,1
5776,0.0,0.03,0.0,1
3594,81.51,-0.03,0.5,0
5869,0.0,0.03,0.0,1
5911,0.0,0.03,0.0,1
9564,63.21,0.03,1.0,0
1242,25.87,0.03,0.5,0
330,20.24,-0.03,0.5,0
5731,0.07,0.03,0.0,1
1130,42.38,-0.03,1.0,0
4532,20.8,-0.03,0.5,0
5806,0.0,0.03,0.0,1
5902,0.0,0.03,0.0,1
5779,0.0,0.03,0.0,1
5840,0.0,0.03,0.0,1
3621,80.98,0.03,0.5,0
203,22.2,-0.03,0.5,0
5793,0.0,0.03,0.0,1
9565,63.06,0.03,1.0,0
3637,80.37,-0.03,0.5,0
3707,20.95,-0.03,0.5,0
5773,0.0,0.03,0.0,1
5746,0.0,0.03,0.0,1
5825,0.0,0.03,0.0,1
5864,0.0,0.03,0.0,1
5827,0.0,0.03,0.0,1
547,38.52,0.03,1.0,0
7078,21.15,-0.03,0.5,0
5820,0.0,0.03,0.0,1
5790,0.0,0.03,0.0,1
2246,20.18,-0.03,0.5,0
5849,0.0,0.03,0.0,1
5846,0.0,0.03,0.0,1
2755,20.05,-0.03,0.5,0
5796,0.0,0.03,0.0,1
5785,0.0,0.03,0.0,1
5892,0.0,0.03,0.0,1
5783,0.0,0.03,0.0,1
3058,58.13,-0.03,1.0,0
5861,0.0,0.03,0.0,1
5778,0.0,0.03,0.0,1
164,21.76,-0.03,0.5,0
5795,0.0,0.03,0.0,1
5811,0.0,0.03,0.0,1
5761,0.0,0.03,0.0,1
1056,40.33,-0.03,1.0,0
5891,0.0,0.03,0.0,1
5097,76.8,-0.03,0.0,1
4606,21.89,-0.03,0.5,0
7360,21.54,-0.03,0.5,0
5867,0.0,0.03,0.0,1
1228,44.91,-0.03,0.0,1
5841,0.0,0.03,0.0,1
5803,0.0,0.03,0.0,1
5113,22.13,0.03,0.5,0
5822,0.0,0.03,0.0,1
1109,57.69,-0.03,0.0,1
5748,0.0,0.03,0.0,1
1309,21.2,-0.03,0.5,0
5834,0.0,0.03,0.0,1
557,56.7,0.03,1.0,0
3122,58.84,0.03,0.0,1
5880,0.0,0.03,0.0,1
5797,0.0,0.03,0.0,1
4626,20.12,0.03,0.5,0
5743,0.0,0.03,0.0,1
5740,-0.01,0.03,0.0,1
5871,0.0,0.03,0.0,1
5816,0.0,0.03,0.0,1
5905,0.0,0.03,0.0,1
6956,21.02,0.03,0.5,0
5887,0.0,0.03,0.0,1
5908,0.0,0.03,0.0,1
5756,0.0,0.03,0.0,1
5918,0.0,0.03,0.0,1
5728,14.78,0.03,0.0,1
5382,21.22,-0.03,0.5,0
6673,21.03,-0.03,0.5,0
5860,0.0,0.03,0.0,1
5831,0.0,0.03,0.0,1
5730,4.69,0.03,0.0,1
5039,34.58,0.03,1.0,0
5064,63.07,0.03,1.0,0
5900,0.0,0.03,0.0,1
5769,0.0,0.03,0.0,1
5872,0.0,0.03,0.0,1
2253,22.99,-0.03,0.5,0
5780,0.0,0.03,0.0,1
6953,20.73,0.03,0.5,0
5858,0.0,0.03,0.0,1
5759,0.0,0.03,0.0,1
5901,0.0,0.03,0.0,1
6704,19.71,-0.03,1.0,0
1374,21.43,-0.03,0.5,0
5896,0.0,0.03,0.0,1
5828,0.0,0.03,0.0,1
3905,50.07,0.03,0.5,0
5038,32.98,0.03,1.0,0
5777,0.0,0.03,0.0,1
5078,75.98,-0.03,1.0,0
1133,43.42,0.03,0.0,1
5792,0.0,0.03,0.0,1
5842,0.0,0.03,0.0,1
5767,0.0,0.03,0.0,1
5768,0.0,0.03,0.0,1
5852,0.0,0.03,0.0,1
3940,52.13,-0.03,0.5,0
5736,-0.05,0.03,0.0,1
339,20.57,-0.03,0.5,0
331,19.9,-0.03,1.0,0
5851,0.0,0.03,0.0,1
5844,0.0,0.03,0.0,1
5894,0.0,0.03,0.0,1
5801,0.0,0.03,0.0,1
5881,0.0,0.03,0.0,1
5878,0.0,0.03,0.0,1
5787,0.0,0.03,0.0,1
4531,17.8,-0.03,1.0,0
5903,0.0,0.03,0.0,1
5916,0.0,0.03,0.0,1
5734,-0.1,0.03,0.0,1
4625,20.41,0.03,0.5,0
5791,0.0,0.03,0.0,1
2786,21.31,-0.03,0.5,0
1373,21.81,-0.04,0.5,0
7077,21.48,-0.04,0.5,0
3706,21.3,-0.04,0.5,0
571,64.3,-0.04,0.0,1
6703,19.91,-0.04,1.0,0
2215,22.82,-0.04,0.5,0
5144,22.79,-0.04,0.5,0
